Workout.1,Workout.2,Workout.3,Workout.4,Workout.5,Workout.6,Workout.7,Workout.8,,
126,,,125,,,,,,
126,,,125,,,,,,
123,,,125,,,,,,
121,,,125,,,,,,
120,,,125,,,,,,
119,,,125,,,,,,
119,,,125,,,,,,
119,,,126,,,,,,
118,,,127,,,,,,
118,,,129,,,,,,
115,,,128,,,,,,
114,,,125,,,,,,
115,,,120,,,,,,
115,,,120,,,,,,
113,,,121,,,,,,
115,,,123,,,,,,
124,,,126,,,,,,
124,,,126,,,,,,
125,,,127,,,,,,
125,,,127,,,,,,
125,,,129,,,,,,
126,,,130,,,,,,
129,,,130,,,,,,
131,,,130,,,,,,
133,,,131,,,,,,
134,,,132,,,,,,
137,,,134,,,,,,
138,,,134,,,,,,
139,,,135,,,,,,
140,,,134,,,,,,
140,,,134,,,,,,
140,,,133,,,,,,
140,,,133,,,,,,
140,,,133,,,,,,
140,,,132,,,,,,
141,,,132,,,,,,
141,,,130,,,,,,
141,,,129,,,,,,
140,,,127,,,,,,
140,,,127,,,,,,
138,,,127,,,,,,
135,,,128,,,,,,
131,,,129,,,,,,
131,,,129,,,,,,
129,,,130,,,,,,
128,,,131,,,,,,
127,,,130,,,,,,
127,,,131,,,,,,
128,,,133,,,,,,
127,,,134,,,,,,
125,,,135,,,,,,
124,,,135,,,,,,
123,,,139,,,,,,
124,,,141,,,,,,
127,,,143,,,,,,
127,,,143,,,,,,
128,,,144,,,,,,
129,,,145,,,,,,
130,,,148,,,,,,
129,,,148,,,,,,
129,,,148,,,,,,
129,,,149,,,,,,
129,,,149,,,,,,
130,,,149,,,,,,
132,,,150,,,,,,
136,,,150,,,,,,
138,,,149,,,,,,
138,,,148,,,,,,
138,,,145,,,,,,
138,,,144,,,,,,
136,,,143,,,,,,
134,,,142,,,,,,
131,,,142,,,,,,
129,,,142,,,,,,
123,,,145,,,,,,
120,,,147,,,,,,
116,,,151,,,,,,
116,,,151,,,,,,
116,,,156,,,,,,
115,,,157,,,,,,
110,,,159,,,,,,
109,,,159,,,,,,
112,,,160,,,,,,
116,,,160,,,,,,
117,,,162,,,,,,
116,,,163,,,,,,
114,,,163,,,,,,
113,,,162,,,,,,
112,,,161,,,,,,
112,,,161,,,,,,
113,,,161,,,,,,
112,,,161,,,,,,
111,,,160,,,,,,
109,,,159,,,,,,
109,,,156,,,,,,
109,,,156,,,,,,
109,,,155,,,,,,
108,,,154,,,,,,
108,,,152,,,,,,
107,,,151,,,,,,
106,,,148,,,,,,
105,,,147,,,,,,
107,,,142,,,,,,
108,,,141,,,,,,
112,,,140,,,,,,
115,,,137,,,,,,
116,,,132,,,,,,
114,,,133,,,,,,
112,,,134,,,,,,
109,,,133,,,,,,
109,,,132,,,,,,
110,,,132,,,,,,
114,,,131,,,,,,
116,,,132,,,,,,
116,,,134,,,,,,
115,,,135,,,,,,
112,,,134,,,,,,
105,,,135,,,,,,
95,,,136,,,,,,
96,,,136,,,,,,
103,,,136,,,,,,
104,,,136,,,,,,
105,,,137,,,,,,
105,,,138,,,,,,
104,,,140,,,,,,
103,,,141,,,,,,
102,,,141,,,,,,
102,,,141,,,,,,
102,,,142,,,,,,
102,,,141,,,,,,
100,,,138,,,,,,
99,,,137,,,,,,
100,,,135,,,,,,
102,,,136,,,,,,
104,,,137,,,,,,
104,,,138,,,,,,
105,,,136,,,,,,
105,,,136,,,,,,
104,,,135,,,,,,
104,,,135,,,,,,
104,,,136,,,,,,
104,,,136,,,,,,
102,,,135,,,,,,
101,,,133,,,,,,
102,,,133,,,,,,
102,,,134,,,,,,
103,,,136,,,,,,
103,,,135,,,,,,
101,,,133,,,,,,
99,,,133,,,,,,
97,,,133,,,,,,
95,,,133,,,,,,
93,,,134,,,,,,
93,,,136,,,,,,
102,,,138,,,,,,
110,,,137,,,,,,
110,,,136,,,,,,
,,,136,,,,,,
,,,136,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,139,,,,,,
,,,141,,,,,,
,,,141,,,,,,
,,,140,,,,,,
,,,139,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,139,,,,,,
,,,141,,,,,,
,,,142,,,,,,
,,,141,,,,,,
,,,138,,,,,,
,,,137,,,,,,
,,,136,,,,,,
,,,135,,,,,,
,,,135,,,,,,
,,,135,,,,,,
,,,136,,,,,,
,,,137,,,,,,
,,,138,,,,,,
,,,140,,,,,,
,,,143,,,,,,
,,,145,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,149,,,,,,
,,,150,,,,,,
,,,151,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,153,,,,,,
,,,153,,,,,,
,,,151,,,,,,
,,,151,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,149,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,144,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,143,,,,,,
,,,142,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,142,,,,,,
,,,142,,,,,,
,,,141,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,141,,,,,,
,,,141,,,,,,
,,,142,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,142,,,,,,
,,,141,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,142,,,,,,
,,,143,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,141,,,,,,
,,,141,,,,,,
,,,140,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,142,,,,,,
,,,143,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,151,,,,,,
,,,151,,,,,,
,,,151,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,151,,,,,,
,,,152,,,,,,
,,,151,,,,,,
,,,150,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,150,,,,,,
,,,151,,,,,,
,,,151,,,,,,
,,,151,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,149,,,,,,
,,,147,,,,,,
,,,146,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,139,,,,,,
,,,136,,,,,,
,,,133,,,,,,
,,,133,,,,,,
,,,135,,,,,,
,,,137,,,,,,
,,,138,,,,,,
,,,139,,,,,,
,,,144,,,,,,
,,,147,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,147,,,,,,
,,,143,,,,,,
,,,140,,,,,,
,,,139,,,,,,
,,,127,,,,,,
,,,125,,,,,,
,,,124,,,,,,
,,,122,,,,,,
,,,121,,,,,,
,,,121,,,,,,
,,,123,,,,,,
,,,124,,,,,,
,,,126,,,,,,
,,,126,,,,,,
,,,126,,,,,,
,,,125,,,,,,
,,,122,,,,,,
,,,123,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,130,,,,,,
,,,134,,,,,,
,,,135,,,,,,
,,,137,,,,,,
,,,138,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,140,,,,,,
,,,141,,,,,,
,,,143,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,143,,,,,,
,,,144,,,,,,
,,,144,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,144,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,148,,,,,,
,,,150,,,,,,
,,,151,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,150,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,147,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,147,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,148,,,,,,
,,,147,,,,,,
,,,145,,,,,,
,,,142,,,,,,
,,,139,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,136,,,,,,
,,,135,,,,,,
,,,131,,,,,,
,,,129,,,,,,
,,,132,,,,,,
,,,134,,,,,,
,,,136,,,,,,
,,,134,,,,,,
,,,132,,,,,,
,,,131,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,126,,,,,,
,,,125,,,,,,
,,,126,,,,,,
,,,127,,,,,,
,,,130,,,,,,
,,,133,,,,,,
,,,135,,,,,,
,,,136,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,139,,,,,,
,,,136,,,,,,
,,,135,,,,,,
,,,135,,,,,,
,,,134,,,,,,
,,,134,,,,,,
,,,134,,,,,,
,,,132,,,,,,
,,,131,,,,,,
,,,131,,,,,,
,,,134,,,,,,
,,,138,,,,,,
,,,140,,,,,,
,,,143,,,,,,
,,,145,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,151,,,,,,
,,,152,,,,,,
,,,155,,,,,,
,,,156,,,,,,
,,,157,,,,,,
,,,157,,,,,,
,,,160,,,,,,
,,,160,,,,,,
,,,160,,,,,,
,,,160,,,,,,
,,,158,,,,,,
,,,158,,,,,,
,,,158,,,,,,
,,,158,,,,,,
,,,158,,,,,,
,,,157,,,,,,
,,,153,,,,,,
,,,152,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,145,,,,,,
,,,143,,,,,,
,,,142,,,,,,
,,,145,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,145,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,146,,,,,,
,,,145,,,,,,
,,,143,,,,,,
,,,143,,,,,,
,,,143,,,,,,
,,,143,,,,,,
,,,143,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,145,,,,,,
,,,149,,,,,,
,,,150,,,,,,
,,,152,,,,,,
,,,153,,,,,,
,,,154,,,,,,
,,,154,,,,,,
,,,154,,,,,,
,,,152,,,,,,
,,,151,,,,,,
,,,150,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,149,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,148,,,,,,
,,,149,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,147,,,,,,
,,,147,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,139,,,,,,
,,,134,,,,,,
,,,130,,,,,,
,,,129,,,,,,
,,,124,,,,,,
,,,122,,,,,,
,,,118,,,,,,
,,,118,,,,,,
,,,121,,,,,,
,,,121,,,,,,
,,,122,,,,,,
,,,123,,,,,,
,,,123,,,,,,
,,,125,,,,,,
,,,127,,,,,,
,,,129,,,,,,
,,,132,,,,,,
,,,133,,,,,,
,,,134,,,,,,
,,,134,,,,,,
,,,134,,,,,,
,,,134,,,,,,
,,,134,,,,,,
,,,135,,,,,,
,,,137,,,,,,
,,,138,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,140,,,,,,
,,,139,,,,,,
,,,140,,,,,,
,,,141,,,,,,
,,,143,,,,,,
,,,146,,,,,,
,,,150,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,151,,,,,,
,,,150,,,,,,
,,,146,,,,,,
,,,144,,,,,,
,,,143,,,,,,
,,,141,,,,,,
,,,140,,,,,,
,,,140,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,140,,,,,,
,,,141,,,,,,
,,,142,,,,,,
,,,142,,,,,,
,,,144,,,,,,
,,,144,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,145,,,,,,
,,,144,,,,,,
,,,145,,,,,,
,,,146,,,,,,
,,,146,,,,,,
,,,147,,,,,,
,,,149,,,,,,
,,,151,,,,,,
,,,151,,,,,,
,,,153,,,,,,
,,,153,,,,,,
,,,155,,,,,,
,,,156,,,,,,
,,,158,,,,,,
,,,159,,,,,,
,,,159,,,,,,
,,,160,,,,,,
,,,160,,,,,,
,,,160,,,,,,
,,,159,,,,,,
,,,158,,,,,,
,,,154,,,,,,
,,,153,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,152,,,,,,
,,,151,,,,,,
,,,147,,,,,,
,,,145,,,,,,
,,,146,,,,,,
,,,148,,,,,,
,,,148,,,,,,
,,,145,,,,,,
,,,142,,,,,,
,,,139,,,,,,
,,,134,,,,,,
,,,133,,,,,,
,,,130,,,,,,
,,,131,,,,,,
,,,135,,,,,,
,,,136,,,,,,
,,,138,,,,,,
,,,138,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,141,,,,,,
,,,142,,,,,,
,,,142,,,,,,
,,,142,,,,,,
,,,144,,,,,,
,,,147,,,,,,
,,,148,,,,,,
,,,150,,,,,,
,,,150,,,,,,
,,,152,,,,,,
,,,154,,,,,,
,,,155,,,,,,
,,,155,,,,,,
,,,155,,,,,,
,,,155,,,,,,
,,,156,,,,,,
,,,157,,,,,,
,,,157,,,,,,
,,,158,,,,,,
,,,161,,,,,,
,,,162,,,,,,
,,,163,,,,,,
,,,163,,,,,,
,,,162,,,,,,
,,,161,,,,,,
,,,160,,,,,,
,,,159,,,,,,
,,,158,,,,,,
,,,157,,,,,,
,,,156,,,,,,
,,,154,,,,,,
,,,153,,,,,,
,,,152,,,,,,
,,,148,,,,,,
,,,145,,,,,,
,,,138,,,,,,
,,,136,,,,,,
,,,132,,,,,,
,,,129,,,,,,
,,,128,,,,,,
,,,125,,,,,,
,,,128,,,,,,
,,,130,,,,,,
,,,134,,,,,,
,,,135,,,,,,
,,,134,,,,,,
,,,133,,,,,,
,,,131,,,,,,
,,,130,,,,,,
,,,129,,,,,,
,,,125,,,,,,
,,,122,,,,,,
,,,123,,,,,,
,,,127,,,,,,
,,,129,,,,,,
,,,131,,,,,,
,,,131,,,,,,
,,,130,,,,,,
,,,130,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,127,,,,,,
,,,128,,,,,,
,,,129,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,128,,,,,,
,,,130,,,,,,
,,,133,,,,,,
,,,137,,,,,,
,,,137,,,,,,
,,,136,,,,,,
,,,136,,,,,,
,,,138,,,,,,
,,,139,,,,,,
,,,139,,,,,,
,,,138,,,,,,
,,,136,,,,,,
,,,136,,,,,,
,,,137,,,,,,
,,,136,,,,,,
,,,132,,,,,,
,,,132,,,,,,
,,,131,,,,,,
,,,129,,,,,,
,,,123,,,,,,
,,,121,,,,,,
,,,119,,,,,,
,,,118,,,,,,
,,,118,,,,,,
,,,120,,,,,,
,,,122,,,,,,
,,,119,,,,,,
,,,107,,,,,,
,,,106,,,,,,
,,,110,,,,,,
,,,116,,,,,,
,,,119,,,,,,
,,,120,,,,,,
,,,121,,,,,,
,,,121,,,,,,
,,,121,,,,,,
,,,122,,,,,,
,,,123,,,,,,
,,,124,,,,,,
,,,124,,,,,,
,,,124,,,,,,
,,,109,,,,,,
,,,108,,,,,,
,,,103,,,,,,
,,,102,,,,,,
,,,99,,,,,,
,,,100,,,,,,
,,,102,,,,,,
,,,102,,,,,,
,,,104,,,,,,
,,,105,,,,,,
,,,106,,,,,,
,,,106,,,,,,
,,,105,,,,,,
,,,104,,,,,,
,,,105,,,,,,
,,,106,,,,,,
,,,108,,,,,,
,,,108,,,,,,
,,,108,,,,,,
,,,106,,,,,,
,,,103,,,,,,
,,,100,,,,,,
,,,103,,,,,,
,,,103,,,,,,
,,,103,,,,,,
,,,102,,,,,,
,,,102,,,,,,
,,,103,,,,,,
,,,102,,,,,,
,,,102,,,,,,
,,,103,,,,,,
,,,103,,,,,,
,,,104,,,,,,
,,,105,,,,,,
,,,106,,,,,,
,,,103,,,,,,
,,,98,,,,,,
,,,99,,,,,,
,,,107,,,,,,
,,,107,,,,,,
,,,106,,,,,,
,,,106,,,,,,
,,,106,,,,,,
,,,104,,,,,,
,,,97,,,,,,
,,,96,,,,,,
,,,104,,,,,,
,,,110,,,,,,
,,,110,,,,,,
